file,cats
752204880.txt,
766815640.txt,
798922496.txt,
792811588.txt,
796503780.txt,
801940539.txt,
773056979.txt,
782182108.txt,
809194709.txt,
733881412.txt,
741484514.txt,
809510239.txt,
793492518.txt,
795299759.txt,
756847860.txt,
797876247.txt,
809278889.txt,
744197237.txt,
799553653.txt,
809189147.txt,3+
772908225.txt,7+
803138502.txt,3+;4+
805195485.txt,3+
787641859.txt,0+;3+;4+;6+;7+;8-
771374130.txt,3+;8+
790478271.txt,
741740534.txt,7+
761027621.txt,1+;4+
807910927.txt,1+;3+;8+
777775632.txt,0+;1+;3+;4+
805948662.txt,7+;8+
767138459.txt,7+
764700236.txt,4+;7+
801401095.txt,
748877670.txt,3+
806152845.txt,3+;4+
798568509.txt,
752057274.txt,
763899915.txt,
782550089.txt,0+;1+;3+;4+;6+;7+;8-
799460889.txt,
770999810.txt,4+
774283748.txt,3+
789518989.txt,
790066651.txt,7+;8+
799239619.txt,7+
748634828.txt,7+;8-
750168001.txt,
783682515.txt,3+
798573266.txt,3+
760879967.txt,3+;4+
805203707.txt,8+
786619464.txt,
759214451.txt,3+
804495825.txt,3+;4+
757188635.txt,
807763656.txt,
765801420.txt,
758574639.txt,
793418603.txt,
796246852.txt,
779536409.txt,
809056050.txt,
777218573.txt,3+
756353215.txt,7+
769896514.txt,0-;2-;3+;4-;5-;6+;8-
773213066.txt,7+
787977471.txt,3+;4+;7+
750373115.txt,
783431228.txt,7+
799134783.txt,7+
808379294.txt,3+
762409492.txt,7+
766775572.txt,3+
748892174.txt,3+
743307632.txt,2+
782167061.txt,7+
754327406.txt,
790133379.txt,
775707722.txt,
792235081.txt,7+
752546059.txt,3+
741427560.txt,7+
783109297.txt,7+
747591789.txt,3+
781318598.txt,
780418399.txt,4+
734763697.txt,7+
751522688.txt,4+
745920986.txt,3+
799979674.txt,4+
751641418.txt,3+
756915540.txt,
771853117.txt,3+
778163438.txt,
783561452.txt,
805421003.txt,3+
784555037.txt,
769339780.txt,8+
777408826.txt,
786944309.txt,3+
771089919.txt,4+
760932083.txt,
807820462.txt,3+
802374188.txt,3+
783077373.txt,0-;1+;4+;8-
804913117.txt,0+
782650443.txt,1+;3+
763631986.txt,3+
749256679.txt,4+
744982428.txt,7+
748710876.txt,3+;4+;5-;7+
769897871.txt,3+;4+
761103269.txt,0-;1+;3+;4+
758863355.txt,
735247559.txt,
788667460.txt,3+
804764146.txt,0+;2+;3+;4+;8-
746046134.txt,0+;3-;4-;8-
790465456.txt,4+;5+
760124688.txt,
807510065.txt,2-;3+;4-;7+
800125729.txt,3+
774316535.txt,7+;8+
805524961.txt,7+;8-
780014195.txt,
794244646.txt,1+
802254049.txt,7+
802264439.txt,4+;5+
771507526.txt,
742320267.txt,6+
810364947.txt,0+;3-;4-;8-
804205017.txt,3+
791675663.txt,
760123245.txt,3+
761004289.txt,
753251651.txt,0+;8+
770018122.txt,3+
768620731.txt,4+
787054932.txt,4+
783400646.txt,
795961680.txt,0+;2-;3+;4+;5+;7+;8-
798748807.txt,
751063629.txt,1+
772630861.txt,
791341259.txt,3+
786579436.txt,3+
787211820.txt,3+
784814364.txt,3+
802641735.txt,1+;4+
751284355.txt,3+
771508156.txt,1+;7+
805295683.txt,3+
790213233.txt,
764632213.txt,3+;4+
774204658.txt,
743434757.txt,3+
766307430.txt,3+
763239472.txt,3+
756595850.txt,
767114722.txt,
749032015.txt,
767380266.txt,7+
810076112.txt,0-;2+;3-;4-;8-
746719699.txt,3+
747573921.txt,3+
766057321.txt,7+
785450327.txt,
807471487.txt,7+
743436435.txt,4+
766280604.txt,
805581253.txt,
800069488.txt,7+;8+
770662421.txt,3+
793804233.txt,3+
783772458.txt,1+;3-
770895328.txt,7+;8+
798724474.txt,3+
732628675.txt,1+;3+;8-
778339224.txt,
788597332.txt,
748580812.txt,3+;4+
757575109.txt,8+
804137162.txt,3+
753388070.txt,3+
745011494.txt,2+;4+;7+
747174449.txt,3+
763488557.txt,7+
739926904.txt,8-
753241112.txt,3+
807941737.txt,3+
740187162.txt,3+
791280170.txt,3+
800395688.txt,0-;3+;4+
800342113.txt,
756798925.txt,0-;3+;8-
751303954.txt,
753806887.txt,
810371832.txt,3+
755301322.txt,0-;1+;3-;4+;8-
790135315.txt,0+;3+;8-
737560929.txt,3+
742417920.txt,
806442831.txt,3+;4-
780865640.txt,
777545646.txt,7+
762907563.txt,7+;8-
768623068.txt,
751746487.txt,3+;4+;7+
760418499.txt,3+
784770918.txt,
763931065.txt,7+;8+
789480649.txt,7+
756656545.txt,3+
778865879.txt,3+
803238404.txt,4+;5+
736629774.txt,
771382889.txt,3+
805825493.txt,4+
748734985.txt,4+
800378773.txt,
788531547.txt,1+
766400824.txt,3+
778873149.txt,1+
793801267.txt,
798063113.txt,
765214427.txt,0-;5+
805579405.txt,1+
801640913.txt,0-;1+;3+;8-
769737690.txt,0-;3+;4-
783249266.txt,
808951879.txt,3+
802780874.txt,3+
794437501.txt,0-;3+
809194041.txt,7+
803383051.txt,3+
741498113.txt,
774462492.txt,3+
806925922.txt,
780935210.txt,
783427530.txt,0-;1+;4+;8-
794369975.txt,3+;4+
787504636.txt,3+
776728789.txt,0+;1+;3-;4+;8-
770301289.txt,3+;4+
795791866.txt,7+
771142970.txt,0-;3+
787961621.txt,3+
809499543.txt,
767767678.txt,7+
795467966.txt,0-;1+;3-;4+;8-
792106663.txt,
798060581.txt,4+
809530511.txt,
804496464.txt,3+
803752834.txt,3+
742499604.txt,0-;3+;8-
753203546.txt,
805790780.txt,
758347260.txt,
769106376.txt,
802929168.txt,3+
768843627.txt,3+
797722795.txt,
794101055.txt,4+
755503268.txt,7+;8+
809028829.txt,3+
762087322.txt,3+
742397060.txt,7+
806103568.txt,3+
806369913.txt,
778989157.txt,3+
768129444.txt,3+
788136804.txt,
739895560.txt,0-;3-;6+;8-
787845781.txt,
805392808.txt,0-;1+;3+;4+;8-
751674627.txt,1+
800144369.txt,0+;3+
760090146.txt,3+
773053992.txt,3+
796233560.txt,0-;1+;3+;4+
795496628.txt,
744157977.txt,3+
763141524.txt,3+
804243420.txt,0-;1+;2-;3+;4+;8-
748882607.txt,
801065518.txt,0-;3+
739569439.txt,
756896946.txt,0+;1+;2+;3+;8-
784545293.txt,
805781286.txt,3+
780950253.txt,0-;2-;3-;7+;8+
809185436.txt,3+
763015809.txt,
803867645.txt,1+;3+;4+
801569467.txt,
805213673.txt,6+
784719754.txt,3+
756856383.txt,
802939002.txt,
772246604.txt,
804743213.txt,8+
740392961.txt,3+;4+
755070527.txt,0-;1+
808325923.txt,3+
808323361.txt,1+
779430484.txt,3+;4+
799539724.txt,3+;4+
749083064.txt,
791375023.txt,
783774456.txt,
741805739.txt,8+
809563757.txt,7+
808384096.txt,
795700804.txt,
768619714.txt,4+
802547150.txt,3+;7+
772891589.txt,0+;1+;3+;4+;5+;8-
779845125.txt,
745618709.txt,7+
793384274.txt,8+
774935402.txt,3+;4+
781908672.txt,
758864316.txt,5+
760788566.txt,0-;1+;2+;3+;4+;7-;8-
801675964.txt,3+
782216652.txt,3+
788860830.txt,1+
773447081.txt,7+
760131569.txt,0-;1+;3+;4+;8-
777643757.txt,
745041626.txt,
799532886.txt,3+
763055144.txt,1+;3+;8-
761304521.txt,3+
774402181.txt,1+;4+;8-
755048083.txt,
759423072.txt,
777198719.txt,3+
741812486.txt,8+
769305236.txt,3+
753024956.txt,3+
789597674.txt,3+
741739030.txt,7+
807824926.txt,
779111283.txt,
743425637.txt,3+;7+
746818905.txt,3+
737603643.txt,
793674548.txt,
742375883.txt,
773793583.txt,3+
809193578.txt,
795496515.txt,
791618105.txt,3+
809190515.txt,
793657532.txt,3+;5+
751316400.txt,1+;3-
790216236.txt,
788524108.txt,3+
774981504.txt,2+;3+
783439997.txt,
753894292.txt,3+
776556523.txt,3+;5-
807219008.txt,3+
791699752.txt,3+
781913340.txt,
784995506.txt,1+
748962778.txt,3+;4+
790923887.txt,7+
764199759.txt,2+;3+
756508601.txt,
777084340.txt,8+
803295300.txt,
774980220.txt,3+
783101144.txt,0-;3+
797104410.txt,0+;3+
770765960.txt,
745265604.txt,4+;5+;7+
735947760.txt,2-;4+;6+;7+;8-
778988635.txt,
785537612.txt,1+;2+;3+;4-;7+
756548146.txt,
757863473.txt,3+
790085556.txt,3+
775582033.txt,
803560060.txt,3+
790337764.txt,3+
778857657.txt,
802594182.txt,0+;1+;4+
799424276.txt,
784563580.txt,
804891071.txt,0-;3+
769336307.txt,1+;2+;3+;4+;6+;7+;8+
771872320.txt,3+
806134637.txt,3+;4+
788857390.txt,3+;4-
787765545.txt,
796749061.txt,
803540827.txt,
795441658.txt,
799162438.txt,
764708433.txt,7+;8+
758862504.txt,3+;4+;8-
808656747.txt,1+
774936625.txt,
793931282.txt,3+;4+
752644432.txt,1+;3+
763762512.txt,7+;8+
783791044.txt,0-;1+;3+;8-
806293194.txt,7+;8+
798564237.txt,
797416232.txt,3+
809527548.txt,1+
805582382.txt,0+;1+;3-;4+;5+;8-
751370384.txt,3+
793540408.txt,
792947835.txt,
767601407.txt,
799839299.txt,1+;4+
764813360.txt,5+
792249143.txt,1+;2+;3+
733144382.txt,
804891725.txt,
790693766.txt,3+;4+
788427742.txt,3+
788142107.txt,
761847703.txt,5+;8+
787194313.txt,3+
766127969.txt,7+
745041927.txt,0-;7+;8-
799667528.txt,
779977924.txt,
777840818.txt,
746643193.txt,
778044273.txt,0-;3+;8-
795868260.txt,
770005380.txt,8+
751234133.txt,1+
782344959.txt,
799859157.txt,3+
792004984.txt,
778116508.txt,
795495375.txt,0-;1+;3+;4+;8-
760588776.txt,
784202852.txt,
795808220.txt,
790420274.txt,1+
770160723.txt,3+;4+
774981898.txt,3-;4+
809118223.txt,3+;4+
802398931.txt,3+;4+
737344557.txt,3+
807037817.txt,3+
808958581.txt,
807510087.txt,
784058688.txt,3+
803239807.txt,8+
771338786.txt,3+
766313537.txt,3+
801054621.txt,
741819989.txt,
808969616.txt,3+
789624647.txt,
778449029.txt,1+
808669756.txt,
748570466.txt,4+
793266528.txt,
781906421.txt,1+
791944332.txt,1+;3+
749142481.txt,
795365556.txt,1+
776253131.txt,1+;3+;4+;5+;8+
781899010.txt,1+;2-;3-;4+;8+
778701474.txt,
742916961.txt,
798120203.txt,
750682707.txt,0-;1+;3+
787828569.txt,3+
767100723.txt,3+
767035607.txt,5+
799042624.txt,
791969600.txt,
769734985.txt,3+
782894893.txt,1+
798228553.txt,
762049885.txt,
776054977.txt,
789464914.txt,3+
802751828.txt,3+
735101136.txt,8+
756325371.txt,
774938276.txt,1+;5+
763825373.txt,3-;5+
787941051.txt,
804133029.txt,3+
771024010.txt,
765849079.txt,0-;3+;4+;5+
765194466.txt,3+;7+
760877761.txt,
798790410.txt,1+;3+
806795030.txt,1+
744176193.txt,1+
754784708.txt,
757896319.txt,
782645034.txt,0-;3+
798140283.txt,3+
771688775.txt,8+
740904529.txt,7+
744317880.txt,0-;3+
808957820.txt,3-;4+
783724442.txt,3+
746526851.txt,1+;3-;4-
771775773.txt,3+;8+
753919508.txt,5+
791681953.txt,0-;1+;4-;7+
775232847.txt,3+
801224849.txt,2-;7+;8+
783587190.txt,0-;3+
786910290.txt,3+;4-
803458386.txt,
772685660.txt,3+
770308928.txt,3+;4-
801412780.txt,
781906938.txt,
761134916.txt,7+
763155561.txt,
802914955.txt,
785514059.txt,
768647448.txt,5+
787109914.txt,
783002420.txt,
741958545.txt,
805437209.txt,3+
755177131.txt,7+;8-
780952500.txt,3+
793691240.txt,3+
770233215.txt,
750457376.txt,
802947332.txt,
799535097.txt,
767845391.txt,
809845680.txt,
745041186.txt,
775574474.txt,
764517686.txt,
781453207.txt,
790486757.txt,
787340231.txt,
777679140.txt,
804502368.txt,
776433480.txt,
779532641.txt,
784522418.txt,
799223888.txt,
804882644.txt,
794291744.txt,
799690296.txt,
800398883.txt,
793050265.txt,
770939084.txt,
800094796.txt,
751912349.txt,
790346924.txt,
798256497.txt,
751459299.txt,
804875024.txt,
751297022.txt,
789610831.txt,
733317487.txt,
808898080.txt,
789802623.txt,
800154207.txt,
786189748.txt,
808900150.txt,
781630079.txt,
733672361.txt,
756247855.txt,
751532950.txt,
792243832.txt,
807335750.txt,
735884003.txt,
779945905.txt,
808961801.txt,
792216576.txt,
742823295.txt,
773050050.txt,
779867032.txt,
748155724.txt,
780102353.txt,
762701329.txt,
767420224.txt,
796780439.txt,
747358548.txt,
744156066.txt,
769729305.txt,
806976408.txt,
787798319.txt,
810076736.txt,
784409158.txt,
771063291.txt,
774710605.txt,
804589878.txt,
772629281.txt,
785451422.txt,
752824725.txt,
763907797.txt,
759945724.txt,
777458592.txt,
765795985.txt,
774569551.txt,
756331554.txt,
751996001.txt,
808379423.txt,
790985449.txt,
784559785.txt,
760135795.txt,
788560199.txt,
787186091.txt,
771012906.txt,
799182871.txt,
745531797.txt,
789564821.txt,
803520695.txt,
745743178.txt,
788203274.txt,
794219218.txt,
772002517.txt,
776150942.txt,
781886216.txt,
760597273.txt,
770029471.txt,
765124452.txt,
801410260.txt,
753430587.txt,
802320286.txt,
776685712.txt,
801408765.txt,
773319847.txt,
761280907.txt,
801024905.txt,
786880238.txt,
801412717.txt,
757903151.txt,
732492206.txt,
740380938.txt,
756384260.txt,
807895584.txt,
759638338.txt,
765256095.txt,
770767234.txt,
753371224.txt,
741828962.txt,
750380014.txt,
747710808.txt,
781378678.txt,
755879085.txt,
773324723.txt,
792253062.txt,
788839057.txt,
793469524.txt,
777220256.txt,
768322337.txt,
810366972.txt,
758678798.txt,
774710778.txt,
756857792.txt,
782608794.txt,
758199488.txt,
789902263.txt,
800131154.txt,
761108496.txt,
790850651.txt,
800396024.txt,
779093984.txt,
776733646.txt,
790387678.txt,
762766257.txt,
784694036.txt,
801706925.txt,
791853477.txt,
795215049.txt,
758173697.txt,
799124853.txt,
784395493.txt,
794585070.txt,
767664934.txt,
783432349.txt,
740131215.txt,
749734415.txt,
804881535.txt,
796490167.txt,
786401216.txt,
795469051.txt,
786493238.txt,
749408355.txt,
788796683.txt,
798238132.txt,
768712565.txt,
765578717.txt,
794290421.txt,
801971633.txt,
794929500.txt,
788835509.txt,
754049234.txt,
738990369.txt,
777783876.txt,
774713921.txt,
748486085.txt,
752823124.txt,
805734531.txt,
788277510.txt,
745838650.txt,
806177117.txt,
789736647.txt,
768892551.txt,
746418101.txt,
793537105.txt,
783777287.txt,
746072503.txt,
746095399.txt,
808379229.txt,
793783380.txt,
798246300.txt,
767515324.txt,
754979659.txt,
760764529.txt,
778135213.txt,
731509451.txt,
764475590.txt,
805390404.txt,
758347449.txt,
802322013.txt,
808864156.txt,
762505138.txt,
775560409.txt,
762908095.txt,
773170039.txt,
745800593.txt,
809102236.txt,
772565689.txt,
799384396.txt,
781536292.txt,
763869635.txt,
748316480.txt,
771145798.txt,
744941949.txt,
810156666.txt,
742033350.txt,
757874362.txt,
788457818.txt,
791350320.txt,
792632202.txt,
805605364.txt,
801335772.txt,
765387313.txt,
792652938.txt,
777198716.txt,
767676771.txt,
804865438.txt,
755638335.txt,
773802199.txt,
796495493.txt,
761172207.txt,
761625882.txt,
805867857.txt,
804628858.txt,
771945732.txt,
771370629.txt,
786947849.txt,
765870831.txt,
803392373.txt,
739899013.txt,
774349887.txt,
809014491.txt,
739959035.txt,
788573606.txt,
760124966.txt,
802947512.txt,
777079738.txt,
788856621.txt,
781613284.txt,
739707197.txt,
744863244.txt,
793796248.txt,
775383137.txt,
765127443.txt,
800081632.txt,
773633438.txt,
810080810.txt,
792003042.txt,
799554289.txt,
755154893.txt,
777220812.txt,
777036825.txt,
808952999.txt,
761631611.txt,
795517313.txt,
807235570.txt,
792265992.txt,
805427836.txt,7+;8+
774849055.txt,
774321063.txt,3+
809181242.txt,
801412799.txt,
802577642.txt,
770627301.txt,0-;3+;8+
774903198.txt,8+
785974267.txt,3+
791668082.txt,0-;1+
799056259.txt,
773076726.txt,0-;1+
799524607.txt,
767493261.txt,3+
734432298.txt,
800335751.txt,4+
800106647.txt,0-;7+;8-
805799866.txt,3+;4+
782974265.txt,3+
784246638.txt,3+
790246163.txt,7+
803186934.txt,1+;2+;3+;4+
748893550.txt,0+;3+;4+;8-
804639848.txt,
774407879.txt,
806415776.txt,1+
748125722.txt,4+
790423553.txt,
739682316.txt,
759203392.txt,3+
795129491.txt,0-;2+;3+;4+;8-
779854647.txt,3+
800373442.txt,3+
764479802.txt,
747970234.txt,3+
787106177.txt,3+
779730381.txt,2+;4+
752106546.txt,5+
761088227.txt,
766172526.txt,3+
791243752.txt,
750916990.txt,1+;3+;4+
779504441.txt,
779059770.txt,7+
785186703.txt,
805579792.txt,
771683029.txt,3+;7+
763532891.txt,3+
758506445.txt,3+
806920702.txt,7+;8+
762682541.txt,7+;8+
762187851.txt,
799781401.txt,
774127483.txt,3+;4-
745576046.txt,3+;4-;7+
746808327.txt,7+;8-
801685270.txt,
771364647.txt,
763035879.txt,1+;3+;7+
744052006.txt,3+
761081541.txt,7+
788854366.txt,7+;8+
776647231.txt,4+
801974134.txt,3+
805958883.txt,7+;8+
773062435.txt,
807210878.txt,
775696475.txt,3+
786179682.txt,
788534556.txt,0-;3+
769430038.txt,
793542292.txt,
747864260.txt,7+;8+
767833560.txt,0+;3+;4+;8-
744612903.txt,3+
780590788.txt,3+
738236502.txt,
810102764.txt,3+
771360554.txt,3+
796462561.txt,1+;2-;3-;7+;8+
780013851.txt,
750283433.txt,8+
770289793.txt,
763957922.txt,
784025143.txt,0-;7+;8-
786311427.txt,3+
735948431.txt,6+;7+
786916983.txt,1+
778444165.txt,7+;8+
801299718.txt,3+
770937446.txt,2+
762504172.txt,
790425767.txt,1+
774723330.txt,1+;3+;4+;5+;7+
795478453.txt,7+
748837652.txt,3+
743086740.txt,7+
804580223.txt,7+
785196117.txt,4+
773602832.txt,
807945064.txt,3+
784894530.txt,7+;8+
784151984.txt,
774084458.txt,3+
768704966.txt,3+
798477986.txt,3+
753735353.txt,
764746923.txt,
762916667.txt,
779311942.txt,7+;8+
778789179.txt,0+;3+
772971727.txt,3+
789561251.txt,
792794973.txt,
788564992.txt,3+;7+
791469457.txt,0-;7+
773040268.txt,7+;8+
801880307.txt,7+
772443697.txt,3+
773030758.txt,3-;6+;7+;8-
748575947.txt,
792130656.txt,2+;3+
763289269.txt,3+
746821228.txt,
758848819.txt,
784724188.txt,
804853346.txt,7+
786724054.txt,7+;8+
803508037.txt,7+
791431013.txt,5+
803469422.txt,
774771894.txt,3+
794533019.txt,2+;3+
795604929.txt,7+
785058130.txt,1+;3+;4+
794085404.txt,3+
790465582.txt,
739249402.txt,3+;4+;7+;8-
755859490.txt,3+;7+;8-
745247400.txt,
799854018.txt,3+
755929611.txt,
747350088.txt,
801638655.txt,3+;7+
777538613.txt,8+
808967296.txt,3+;7+
799110783.txt,
781612608.txt,
755318552.txt,
787815196.txt,
779740137.txt,3+
793678987.txt,
787811535.txt,3+
751897224.txt,0-;3-;4-;7+;8+
764573648.txt,3+
774417215.txt,
806583155.txt,7+
776627271.txt,8+
790229738.txt,3+;7+;8+
807377164.txt,7+
768812931.txt,3+
774721722.txt,7+
768705101.txt,1+;7+;8-
773642222.txt,
771958026.txt,3+
784821399.txt,
790988094.txt,
776230060.txt,3+
759710603.txt,
803567183.txt,3+
783329365.txt,
808627862.txt,0-;2+;3+
745329279.txt,
750693798.txt,
783100161.txt,1+
775980555.txt,7+
764818298.txt,3+
801677380.txt,
757906077.txt,0-;1+;4+;7+;8-
771694419.txt,7+;8+
773301715.txt,3+
748869488.txt,4+
803440676.txt,
787734971.txt,
771520349.txt,3+
766417670.txt,
754978263.txt,3+
771907380.txt,
791696310.txt,3+
805911359.txt,7+;8+
775759879.txt,8+
803209506.txt,4+;8+
775433371.txt,3+
808668684.txt,
782697297.txt,
809211500.txt,7+
794451411.txt,3+
806146517.txt,
745604806.txt,
801672314.txt,3+
794890405.txt,
781291357.txt,
772611246.txt,8+
760406593.txt,
771305556.txt,
809732649.txt,
739361300.txt,3+;4+
772324584.txt,
768681071.txt,4+;7+;8+
804443802.txt,3+
807120380.txt,
751645668.txt,
734003338.txt,7+
774932725.txt,3+
790422257.txt,0-;1+;6+;7+;8+
787994160.txt,3+;4+
787184531.txt,
746058508.txt,3+
768892774.txt,
798813586.txt,3+;4+
793728521.txt,0+;3-;4+;6+;7+;8-
750974620.txt,0+;3+;4-;8-
775258213.txt,3+;4+
803508656.txt,
794764773.txt,
809094412.txt,3+
737137281.txt,
792907796.txt,0-;3+;4-;8-
790146901.txt,
795868484.txt,7+
807087698.txt,7+
797442076.txt,3+
770283829.txt,3+
771566914.txt,8+
793353210.txt,
802864617.txt,3+
781636484.txt,3+
770838105.txt,
800145392.txt,
801344484.txt,3+
747312395.txt,7+
755320903.txt,
751795674.txt,
751104849.txt,
808646619.txt,3+
784574166.txt,3+;4+
810100117.txt,
770282850.txt,3+
799572839.txt,
790424147.txt,
802224036.txt,3+
757843204.txt,2+;8-
765494205.txt,
795201597.txt,
800326064.txt,1+
804637682.txt,1+;3+;4+
806606391.txt,
767830151.txt,
791327104.txt,7+;8+
810016832.txt,3+
747025744.txt,3-;5-;7+;8-
764024961.txt,0-;2+;3+;4+;8-
805085235.txt,3+
774114549.txt,4+;7+;8+
806824058.txt,1+
782352111.txt,3+
759526180.txt,0+;2-;3+;6+;7+;8-
769496671.txt,3+
740178803.txt,
776753744.txt,0+;3+;8-
791625526.txt,7+
768704684.txt,
773610841.txt,7+;8+
770607879.txt,3+
774713337.txt,
772452061.txt,3+
781887900.txt,1+;3+;4+;6+;7+
773736845.txt,
804583375.txt,
734365765.txt,3+
789077339.txt,7+;8+
793339152.txt,3+
803106488.txt,1+;4+
781529445.txt,
745756216.txt,0+;6+;7+;8+
807393335.txt,0-;3+;4+;8-
777152853.txt,4+;7+
800127841.txt,
754224334.txt,
742037364.txt,
770429041.txt,3+;4-
732636078.txt,1+;3+
810267651.txt,3+;7+
798567139.txt,
807177974.txt,
774981070.txt,
803298597.txt,
770947885.txt,3+
797079577.txt,3+
796817909.txt,3+
764546647.txt,3+
779348099.txt,7+
796537659.txt,1+;3+
755952639.txt,1+;3+
764497778.txt,3+
766003597.txt,
784485952.txt,
733830503.txt,
804595688.txt,3+
806087602.txt,7+
807421655.txt,0+;1+;4+;8-
779175161.txt,3+
767414875.txt,
778870229.txt,
783109250.txt,0+
768497321.txt,
771279842.txt,
785037781.txt,3+
762026746.txt,0-;6+;7+;8-
809462000.txt,1+;3+
772449293.txt,
774726210.txt,7+;8+
804735134.txt,3+
762304359.txt,1+;8+
798560455.txt,3+;4+
805850842.txt,0+;3+;7+;8-
777450068.txt,4+;8+
805903598.txt,3+
802816126.txt,8+
771955603.txt,3+
764778499.txt,
807532012.txt,3+
764460246.txt,3+
780093789.txt,3+
791957810.txt,7+
745323464.txt,2+;3-;8-
760063056.txt,3+
794213706.txt,3+
799696936.txt,0-;3+
732701380.txt,0+;1+;2+;3+;4+;8-
768886509.txt,
801020953.txt,
799520341.txt,7+
767311811.txt,7+
804845164.txt,
789499780.txt,7+;8+
735858071.txt,
766355567.txt,3+
749048590.txt,3+
769430084.txt,3+
776117347.txt,7+;8+
807681899.txt,7+
804657596.txt,1+;7+;8+
806276868.txt,
777484181.txt,3+;4+;7+
781892052.txt,
807106011.txt,7+;8+
776143529.txt,3+;4+;7+
776732821.txt,3+
799770108.txt,1+;3+
742890435.txt,
790467460.txt,
750037540.txt,0-;1+;2-;3-;4+;8-
771400481.txt,3+
800056333.txt,2-;3+
787869386.txt,3+
803437056.txt,
803741959.txt,0+;2+;3+;8-
774089707.txt,3+;6+
787219879.txt,1+
754051508.txt,0-;2+;3+;4-;7+;8-
752995535.txt,3+
773065522.txt,
803470916.txt,0+;2+;3-;4+;8-
733733224.txt,6+;7+;8+
788152089.txt,8+
731402638.txt,
743381376.txt,4+;7-
750620649.txt,
745042035.txt,3+;4+
803883540.txt,7+
767779583.txt,
740191302.txt,3+
757335799.txt,3+
767637808.txt,
742033694.txt,
752930376.txt,8+
772762842.txt,
797496548.txt,
797615996.txt,0-;3+
771892232.txt,3-;5+;7+
789536969.txt,3+
746457770.txt,0-;2+;3+;7-;8-
787967197.txt,
800981997.txt,
755257188.txt,2+
744059660.txt,7+
803924853.txt,3+
804234574.txt,
763932040.txt,
808778112.txt,1+;7+;8+
783748059.txt,3+
803921057.txt,
780052079.txt,0-;1+;7+;8+
748533217.txt,
789398200.txt,3+
773255710.txt,
755673784.txt,1+;2+;3+;4+;8-
771957796.txt,0-;3+;4-;8-
747814936.txt,3+
788611897.txt,
803537684.txt,7+;8-
770041460.txt,
776553109.txt,
777847838.txt,
804852618.txt,7+
807538242.txt,7+
780943681.txt,3+
807026264.txt,3+
768883113.txt,3+
777768752.txt,
790433383.txt,3+
746100021.txt,
774942757.txt,7+;8+
794282019.txt,3+
806443293.txt,
739249086.txt,3+
802630295.txt,4+;8+
779684726.txt,1+;3+
782342726.txt,3+
770907273.txt,0+;2+;3+;8-
756350761.txt,2-;3+;7+;8-
767844801.txt,
743856827.txt,
763087269.txt,3+
776445633.txt,
777810145.txt,
796344425.txt,3+
760128131.txt,3+
765432971.txt,
788485333.txt,0-;3+;4+;7+;8-
795874499.txt,0-;4+;7-;8-
756637135.txt,3+
736947836.txt,
804880160.txt,
788258320.txt,7+
756331981.txt,
808797460.txt,7+
781402030.txt,1+
756842159.txt,
764576002.txt,
782189217.txt,7+
801567778.txt,
781248174.txt,0+;3+;4+;7+;8-
784885095.txt,3+;4-
751332156.txt,0-;3+;7+;8+
787487015.txt,2+;3+
774108223.txt,3+
788838164.txt,
787082417.txt,3+
802332106.txt,0-;3+;4-;8-
771944738.txt,4+;7+
792917761.txt,
770936508.txt,1+
751797537.txt,3+
738165165.txt,6+;7+
739001906.txt,3-;7+;8-
760705164.txt,3+;4+
740973516.txt,3+
763149473.txt,0-;3+
791914060.txt,3+;7+
809174700.txt,3+
789485838.txt,
783270482.txt,0-;3+;4-;8-
778098295.txt,
781854428.txt,
801340161.txt,
751911017.txt,
780904136.txt,
759079888.txt,
747568308.txt,7+;8+
770894020.txt,
743863323.txt,
805268865.txt,0+;1+;3+;4+
793251408.txt,1+
801424482.txt,4+
801613296.txt,7+
747662105.txt,0+
805787667.txt,1+;3+
778345475.txt,1+;7+
802580881.txt,0-;3+
779122757.txt,
787997511.txt,
785950145.txt,3+;7+
752653191.txt,
767414101.txt,3+
747048548.txt,
806590397.txt,7+
779675656.txt,3+
789741592.txt,0-;1+
780975645.txt,3+
799841483.txt,
783774412.txt,7+
750359422.txt,3+
807659170.txt,7+
810339916.txt,3+
768822046.txt,
799805000.txt,7+;8+
789847840.txt,0-;7+
756474897.txt,0-;3+;8-
767655091.txt,
736600753.txt,
755149232.txt,3+
798260489.txt,1+;5+
776716671.txt,7+
786187622.txt,
809900470.txt,3+
787145662.txt,3+
776357141.txt,3+
745645993.txt,
757842162.txt,
743422419.txt,3+;8-
809834070.txt,3+;4+
792212326.txt,3-;4+
808219551.txt,6+
753461996.txt,5-;7+
793683278.txt,0-;4+
755948168.txt,3+
806121900.txt,3+
773774992.txt,0+;2-;3+;4+;7+;8-
799223706.txt,
751567022.txt,3+
774709061.txt,
805689610.txt,2+;3+
737545701.txt,
779425281.txt,3+
773845164.txt,
777847290.txt,3+
778587045.txt,3+
750597576.txt,
752074511.txt,3+
791735003.txt,7+
757759984.txt,
787194238.txt,
773754712.txt,3+
746102444.txt,3+
776138926.txt,8+
771691784.txt,3+
797936666.txt,3+
778723373.txt,3+;4-
761401009.txt,
798506230.txt,7+;8+
766412763.txt,1+;4+;8-
783768505.txt,3+
794533606.txt,3+
778423322.txt,0-;1+;3+;4+;6+;7+;8-
