file,cats
791341259.txt,3
786579436.txt,3
787211820.txt,3
784814364.txt,3
802641735.txt,1;4
751284355.txt,3
771508156.txt,1;7
805295683.txt,3
790213233.txt,9
764632213.txt,3;4
774204658.txt,9
743434757.txt,3
766307430.txt,3
763239472.txt,3
756595850.txt,9
767114722.txt,9
749032015.txt,9
767380266.txt,7
810076112.txt,2
746719699.txt,3
747573921.txt,3
766057321.txt,7
785450327.txt,9
807471487.txt,7
743436435.txt,4
766280604.txt,9
805581253.txt,9
800069488.txt,7;8
770662421.txt,3
793804233.txt,3
783772458.txt,1
770895328.txt,7;8
798724474.txt,3
732628675.txt,1;3
778339224.txt,9
788597332.txt,9
748580812.txt,3;4
757575109.txt,8
804137162.txt,3
753388070.txt,3
745011494.txt,2;4;7
747174449.txt,3
763488557.txt,7
739926904.txt,9
753241112.txt,3
807941737.txt,3
740187162.txt,3
791280170.txt,3
800395688.txt,3;4
800342113.txt,9
756798925.txt,3
751303954.txt,9
753806887.txt,9
810371832.txt,3
755301322.txt,4
790135315.txt,0;3
737560929.txt,3
742417920.txt,9
806442831.txt,3
780865640.txt,9
777545646.txt,7
762907563.txt,7
768623068.txt,9
751746487.txt,3;7
760418499.txt,3
784770918.txt,9
763931065.txt,7;8
789480649.txt,9
756656545.txt,3
778865879.txt,3
803238404.txt,4;5
736629774.txt,9
771382889.txt,3
805825493.txt,9
748734985.txt,4
800378773.txt,9
788531547.txt,9
766400824.txt,9
778873149.txt,9
793801267.txt,9
798063113.txt,9
765214427.txt,5
805579405.txt,9
801640913.txt,3
769737690.txt,3
783249266.txt,9
808951879.txt,3
802780874.txt,3
794437501.txt,3
809194041.txt,7
803383051.txt,3
741498113.txt,9
774462492.txt,3
806925922.txt,9
780935210.txt,9
783427530.txt,4
794369975.txt,3;4
787504636.txt,3
776728789.txt,0;4
770301289.txt,3;4
795791866.txt,7
771142970.txt,3
787961621.txt,3
809499543.txt,9
767767678.txt,7
795467966.txt,1;4
792106663.txt,9
798060581.txt,9
809530511.txt,9
804496464.txt,3
803752834.txt,3
742499604.txt,3
753203546.txt,9
805790780.txt,9
758347260.txt,9
769106376.txt,9
802929168.txt,3
768843627.txt,3
797722795.txt,9
794101055.txt,4
755503268.txt,7;8
809028829.txt,3
762087322.txt,3
742397060.txt,7
806103568.txt,3
806369913.txt,9
778989157.txt,3
768129444.txt,3
788136804.txt,9
739895560.txt,6
787845781.txt,9
805392808.txt,1;3;4
751674627.txt,9
800144369.txt,0;3
760090146.txt,3
773053992.txt,3
796233560.txt,1;3;4
795496628.txt,9
744157977.txt,3
763141524.txt,3
804243420.txt,1;3;4
748882607.txt,9
801065518.txt,3
739569439.txt,9
756896946.txt,0;1;2;3
784545293.txt,9
805781286.txt,3
780950253.txt,7;8
809185436.txt,3
763015809.txt,9
803867645.txt,3;4
801569467.txt,9
805213673.txt,6
784719754.txt,3
756856383.txt,9
802939002.txt,9
772246604.txt,9
804743213.txt,8
740392961.txt,3;4
755070527.txt,9
808325923.txt,3
808323361.txt,1
779430484.txt,3;4
799539724.txt,3
749083064.txt,9
791375023.txt,9
783774456.txt,9
741805739.txt,8
809563757.txt,7
808384096.txt,9
795700804.txt,9
768619714.txt,4
802547150.txt,3
772891589.txt,0;3;4;5
779845125.txt,9
745618709.txt,7
793384274.txt,8
774935402.txt,3;4
781908672.txt,9
758864316.txt,5
760788566.txt,2;3;4
801675964.txt,3
782216652.txt,3
788860830.txt,1
773447081.txt,7
760131569.txt,3;4
777643757.txt,9
745041626.txt,9
799532886.txt,3
763055144.txt,1;3
761304521.txt,3
774402181.txt,1;4
755048083.txt,9
759423072.txt,9
777198719.txt,3
741812486.txt,8
769305236.txt,3
753024956.txt,3
789597674.txt,3
741739030.txt,7
807824926.txt,9
779111283.txt,9
743425637.txt,3;7
746818905.txt,3
737603643.txt,9
793674548.txt,9
742375883.txt,9
773793583.txt,3
809193578.txt,9
795496515.txt,9
791618105.txt,3
809190515.txt,9
793657532.txt,3;5
751316400.txt,1
790216236.txt,9
788524108.txt,3
774981504.txt,2;3
783439997.txt,9
753894292.txt,3
776556523.txt,3
807219008.txt,3
791699752.txt,3
781913340.txt,9
784995506.txt,1
748962778.txt,3;4
790923887.txt,7
764199759.txt,2;3
756508601.txt,9
777084340.txt,8
803295300.txt,9
774980220.txt,3
783101144.txt,3
797104410.txt,0;3
770765960.txt,9
745265604.txt,4;5;7
735947760.txt,4;6;7
778988635.txt,9
785537612.txt,1;2;3;7
756548146.txt,9
757863473.txt,3
790085556.txt,3
775582033.txt,9
803560060.txt,3
790337764.txt,3
778857657.txt,9
802594182.txt,0;1;4
799424276.txt,9
784563580.txt,9
804891071.txt,3
769336307.txt,1;2;3;4;6;7;8
771872320.txt,3
806134637.txt,3;4
788857390.txt,3
787765545.txt,9
796749061.txt,9
803540827.txt,9
795441658.txt,9
799162438.txt,9
764708433.txt,7;8
758862504.txt,3;4
808656747.txt,9
774936625.txt,9
793931282.txt,3;4
752644432.txt,1;3
763762512.txt,7;8
783791044.txt,1;3
806293194.txt,7;8
798564237.txt,9
797416232.txt,3
809527548.txt,1
805582382.txt,0;1;4;5
751370384.txt,3
793540408.txt,9
792947835.txt,9
767601407.txt,9
799839299.txt,1;4
764813360.txt,5
792249143.txt,2;3
733144382.txt,9
804891725.txt,9
790693766.txt,3;4
788427742.txt,3
788142107.txt,9
761847703.txt,5;8
787194313.txt,3
766127969.txt,7
745041927.txt,7
799667528.txt,9
779977924.txt,9
777840818.txt,9
746643193.txt,9
778044273.txt,3
795868260.txt,9
770005380.txt,8
751234133.txt,1
782344959.txt,9
799859157.txt,3
792004984.txt,9
778116508.txt,9
795495375.txt,3;4
760588776.txt,9
784202852.txt,9
795808220.txt,9
790420274.txt,9
770160723.txt,3
774981898.txt,4
809118223.txt,3
802398931.txt,3;4
737344557.txt,3
807037817.txt,3
808958581.txt,9
807510087.txt,9
784058688.txt,3
803239807.txt,8
771338786.txt,3
766313537.txt,3
801054621.txt,9
741819989.txt,9
808969616.txt,3
789624647.txt,9
778449029.txt,9
808669756.txt,9
748570466.txt,4
793266528.txt,9
781906421.txt,9
791944332.txt,3
749142481.txt,9
795365556.txt,9
776253131.txt,1;3;4;5;8
781899010.txt,4;8
778701474.txt,9
742916961.txt,9
798120203.txt,9
750682707.txt,3
787828569.txt,3
767100723.txt,3
767035607.txt,5
799042624.txt,9
791969600.txt,9
769734985.txt,3
782894893.txt,9
798228553.txt,9
762049885.txt,9
776054977.txt,9
789464914.txt,3
802751828.txt,3
735101136.txt,8
756325371.txt,9
774938276.txt,1;5
763825373.txt,5
787941051.txt,9
804133029.txt,3
771024010.txt,9
765849079.txt,3;4;5
765194466.txt,3
760877761.txt,9
798790410.txt,3
806795030.txt,9
744176193.txt,1
754784708.txt,9
757896319.txt,9
782645034.txt,3
798140283.txt,3
771688775.txt,8
740904529.txt,7
744317880.txt,3
808957820.txt,4
783724442.txt,3
746526851.txt,1
771775773.txt,3;8
753919508.txt,5
791681953.txt,1;7
775232847.txt,3
801224849.txt,7;8
783587190.txt,3
786910290.txt,3
803458386.txt,9
772685660.txt,3
770308928.txt,3
801412780.txt,9
781906938.txt,9
761134916.txt,9
763155561.txt,9
802914955.txt,9
785514059.txt,9
768647448.txt,5
787109914.txt,9
783002420.txt,9
741958545.txt,9
805437209.txt,3
755177131.txt,7
780952500.txt,3
793691240.txt,3
770233215.txt,9
750457376.txt,9
802947332.txt,9
799535097.txt,9
767845391.txt,9
809845680.txt,9
745041186.txt,9
775574474.txt,9
764517686.txt,9
781453207.txt,9
790486757.txt,9
787340231.txt,9
777679140.txt,9
804502368.txt,9
776433480.txt,9
779532641.txt,9
784522418.txt,9
799223888.txt,9
804882644.txt,9
794291744.txt,9
799690296.txt,9
800398883.txt,9
793050265.txt,9
770939084.txt,9
800094796.txt,9
751912349.txt,9
790346924.txt,9
798256497.txt,9
751459299.txt,9
804875024.txt,9
751297022.txt,9
789610831.txt,9
733317487.txt,9
808898080.txt,9
789802623.txt,9
800154207.txt,9
786189748.txt,9
808900150.txt,9
781630079.txt,9
733672361.txt,9
756247855.txt,9
751532950.txt,9
792243832.txt,9
807335750.txt,9
735884003.txt,9
779945905.txt,9
808961801.txt,9
792216576.txt,9
742823295.txt,9
773050050.txt,9
779867032.txt,9
748155724.txt,9
780102353.txt,9
762701329.txt,9
767420224.txt,9
796780439.txt,9
747358548.txt,9
744156066.txt,9
769729305.txt,9
806976408.txt,9
787798319.txt,9
810076736.txt,9
784409158.txt,9
771063291.txt,9
774710605.txt,9
804589878.txt,9
772629281.txt,9
785451422.txt,9
752824725.txt,9
763907797.txt,9
759945724.txt,9
777458592.txt,9
765795985.txt,9
774569551.txt,9
756331554.txt,9
751996001.txt,9
808379423.txt,9
790985449.txt,9
784559785.txt,9
760135795.txt,9
788560199.txt,9
787186091.txt,9
771012906.txt,9
799182871.txt,9
745531797.txt,9
789564821.txt,9
803520695.txt,9
745743178.txt,9
788203274.txt,9
794219218.txt,9
772002517.txt,9
776150942.txt,9
781886216.txt,9
760597273.txt,9
770029471.txt,9
765124452.txt,9
801410260.txt,9
753430587.txt,9
802320286.txt,9
776685712.txt,9
801408765.txt,9
773319847.txt,9
761280907.txt,9
801024905.txt,9
786880238.txt,9
801412717.txt,9
757903151.txt,9
732492206.txt,9
740380938.txt,9
756384260.txt,9
807895584.txt,9
759638338.txt,9
765256095.txt,9
770767234.txt,9
753371224.txt,9
741828962.txt,9
750380014.txt,9
747710808.txt,9
781378678.txt,9
755879085.txt,9
773324723.txt,9
792253062.txt,9
788839057.txt,9
793469524.txt,9
777220256.txt,9
768322337.txt,9
810366972.txt,9
758678798.txt,9
774710778.txt,9
756857792.txt,9
782608794.txt,9
758199488.txt,9
789902263.txt,9
800131154.txt,9
761108496.txt,9
790850651.txt,9
800396024.txt,9
779093984.txt,9
776733646.txt,9
790387678.txt,9
762766257.txt,9
784694036.txt,9
801706925.txt,9
791853477.txt,9
795215049.txt,9
758173697.txt,9
799124853.txt,9
784395493.txt,9
794585070.txt,9
767664934.txt,9
783432349.txt,9
740131215.txt,9
749734415.txt,9
804881535.txt,9
796490167.txt,9
786401216.txt,9
795469051.txt,9
786493238.txt,9
749408355.txt,9
788796683.txt,9
798238132.txt,9
768712565.txt,9
765578717.txt,9
794290421.txt,9
801971633.txt,9
794929500.txt,9
788835509.txt,9
754049234.txt,9
738990369.txt,9
777783876.txt,9
774713921.txt,9
748486085.txt,9
752823124.txt,9
805734531.txt,9
788277510.txt,9
745838650.txt,9
806177117.txt,9
789736647.txt,9
768892551.txt,9
746418101.txt,9
793537105.txt,9
783777287.txt,9
746072503.txt,9
746095399.txt,9
808379229.txt,9
793783380.txt,9
798246300.txt,9
767515324.txt,9
754979659.txt,9
760764529.txt,9
778135213.txt,9
731509451.txt,9
764475590.txt,9
805390404.txt,9
758347449.txt,9
802322013.txt,9
808864156.txt,9
762505138.txt,9
775560409.txt,9
762908095.txt,9
773170039.txt,9
745800593.txt,9
809102236.txt,9
772565689.txt,9
799384396.txt,9
781536292.txt,9
763869635.txt,9
748316480.txt,9
771145798.txt,9
744941949.txt,9
810156666.txt,9
742033350.txt,9
757874362.txt,9
788457818.txt,9
791350320.txt,9
792632202.txt,9
805605364.txt,9
801335772.txt,9
765387313.txt,9
792652938.txt,9
777198716.txt,9
767676771.txt,9
804865438.txt,9
755638335.txt,9
773802199.txt,9
796495493.txt,9
761172207.txt,9
761625882.txt,9
805867857.txt,9
804628858.txt,9
771945732.txt,9
771370629.txt,9
786947849.txt,9
765870831.txt,9
803392373.txt,9
739899013.txt,9
774349887.txt,9
809014491.txt,9
739959035.txt,9
788573606.txt,9
760124966.txt,9
802947512.txt,9
777079738.txt,9
788856621.txt,9
781613284.txt,9
739707197.txt,9
744863244.txt,9
793796248.txt,9
775383137.txt,9
765127443.txt,9
800081632.txt,9
773633438.txt,9
810080810.txt,9
792003042.txt,9
799554289.txt,9
755154893.txt,9
777220812.txt,9
777036825.txt,9
808952999.txt,9
761631611.txt,9
795517313.txt,9
807235570.txt,9
792265992.txt,9
805427836.txt,8
774849055.txt,9
774321063.txt,3
809181242.txt,9
801412799.txt,9
802577642.txt,9
770627301.txt,3;8
774903198.txt,8
785974267.txt,3
791668082.txt,9
799056259.txt,9
773076726.txt,9
799524607.txt,3;5
767493261.txt,3
734432298.txt,9
800335751.txt,4
800106647.txt,7
805799866.txt,3;4
782974265.txt,3
784246638.txt,3
790246163.txt,7
803186934.txt,2;3;4
748893550.txt,0;3;4
804639848.txt,9
774407879.txt,9
806415776.txt,1
748125722.txt,4
790423553.txt,9
739682316.txt,9
759203392.txt,3
795129491.txt,2;3;4
779854647.txt,3
800373442.txt,3
764479802.txt,9
747970234.txt,3
787106177.txt,3
779730381.txt,2;4
752106546.txt,5
761088227.txt,9
766172526.txt,3
791243752.txt,9
750916990.txt,1;3;4
779504441.txt,9
779059770.txt,7
785186703.txt,9
805579792.txt,9
771683029.txt,3;7
763532891.txt,3
758506445.txt,3
806920702.txt,7;8
762682541.txt,7
762187851.txt,9
799781401.txt,9
774127483.txt,3
745576046.txt,3;7
746808327.txt,7
801685270.txt,9
771364647.txt,9
763035879.txt,1;3;7
744052006.txt,3
761081541.txt,7
788854366.txt,7;8
776647231.txt,4
801974134.txt,3
805958883.txt,7;8
773062435.txt,9
807210878.txt,9
775696475.txt,3
786179682.txt,9
788534556.txt,3
769430038.txt,9
793542292.txt,9
747864260.txt,7
767833560.txt,0;3;4
744612903.txt,3
780590788.txt,3
738236502.txt,9
810102764.txt,3
771360554.txt,3
796462561.txt,7;8
780013851.txt,9
750283433.txt,8
770289793.txt,9
763957922.txt,9
784025143.txt,7
786311427.txt,3
735948431.txt,6;7
786916983.txt,1
778444165.txt,7;8
801299718.txt,3
770937446.txt,2
762504172.txt,9
790425767.txt,1
774723330.txt,1;3;4;5;7
795478453.txt,7
748837652.txt,3
743086740.txt,7
804580223.txt,7
785196117.txt,4
773602832.txt,9
807945064.txt,3
784894530.txt,7;8
784151984.txt,9
774084458.txt,3
768704966.txt,3
798477986.txt,3
753735353.txt,9
764746923.txt,9
762916667.txt,9
779311942.txt,7;8
778789179.txt,0;3
772971727.txt,3
789561251.txt,9
792794973.txt,9
788564992.txt,3;7
791469457.txt,7
773040268.txt,7
801880307.txt,7
772443697.txt,3
773030758.txt,6;7
748575947.txt,9
792130656.txt,2;3
763289269.txt,3
746821228.txt,9
758848819.txt,9
784724188.txt,9
804853346.txt,7
786724054.txt,7
803508037.txt,7
791431013.txt,5
803469422.txt,9
774771894.txt,3
794533019.txt,2;3
795604929.txt,7
785058130.txt,1;3;4
794085404.txt,3
790465582.txt,9
739249402.txt,3;4;7
755859490.txt,3;7
745247400.txt,9
799854018.txt,3
755929611.txt,9
747350088.txt,9
801638655.txt,3;7
777538613.txt,8
808967296.txt,3;7
799110783.txt,9
781612608.txt,9
755318552.txt,9
787815196.txt,9
779740137.txt,3
793678987.txt,9
787811535.txt,3
751897224.txt,7;8
764573648.txt,3
774417215.txt,9
806583155.txt,7
776627271.txt,8
790229738.txt,3;7;8
807377164.txt,7
768812931.txt,3
774721722.txt,7
768705101.txt,1;7
773642222.txt,9
771958026.txt,3
784821399.txt,9
790988094.txt,9
776230060.txt,3
759710603.txt,9
803567183.txt,3
783329365.txt,9
808627862.txt,2;3
745329279.txt,9
750693798.txt,9
783100161.txt,9
775980555.txt,9
764818298.txt,3
801677380.txt,9
757906077.txt,1;4;7
771694419.txt,7;8
773301715.txt,3
748869488.txt,4
803440676.txt,9
787734971.txt,9
771520349.txt,3
766417670.txt,9
754978263.txt,3
771907380.txt,9
791696310.txt,3
805911359.txt,7;8
775759879.txt,8
803209506.txt,4;8
775433371.txt,3
808668684.txt,9
782697297.txt,9
809211500.txt,7
794451411.txt,3
806146517.txt,9
745604806.txt,9
801672314.txt,3
794890405.txt,9
781291357.txt,9
772611246.txt,8
760406593.txt,9
771305556.txt,9
809732649.txt,9
739361300.txt,3;4
772324584.txt,9
768681071.txt,4;7;8
804443802.txt,3
807120380.txt,9
751645668.txt,9
734003338.txt,7
774932725.txt,3
790422257.txt,1;6;7;8
787994160.txt,3;4
787184531.txt,9
746058508.txt,3
768892774.txt,9
798813586.txt,3
793728521.txt,0;4;6;7
750974620.txt,0;3
775258213.txt,3;4
803508656.txt,9
794764773.txt,9
809094412.txt,3
737137281.txt,9
792907796.txt,3
790146901.txt,9
795868484.txt,7
807087698.txt,7
797442076.txt,3
770283829.txt,3
771566914.txt,8
793353210.txt,9
802864617.txt,3
781636484.txt,3
770838105.txt,9
800145392.txt,9
801344484.txt,3
747312395.txt,7
755320903.txt,9
751795674.txt,9
751104849.txt,9
808646619.txt,3
784574166.txt,3;4
810100117.txt,9
770282850.txt,3
799572839.txt,9
790424147.txt,9
802224036.txt,3
757843204.txt,2
765494205.txt,9
795201597.txt,9
800326064.txt,1
804637682.txt,1;3;4
806606391.txt,9
767830151.txt,9
791327104.txt,7;8
810016832.txt,3
747025744.txt,7
764024961.txt,2;3;4
805085235.txt,3
774114549.txt,4;7;8
806824058.txt,1
782352111.txt,3
759526180.txt,0;3;6;7
769496671.txt,3
740178803.txt,9
776753744.txt,0;3
791625526.txt,7
768704684.txt,9
773610841.txt,7;8
770607879.txt,3
774713337.txt,9
772452061.txt,3
781887900.txt,1;3;4;6;7
773736845.txt,9
804583375.txt,9
734365765.txt,3
789077339.txt,7;8
793339152.txt,3
803106488.txt,4
781529445.txt,9
745756216.txt,0;6;7;8
807393335.txt,3;4
777152853.txt,4;7
800127841.txt,9
754224334.txt,9
742037364.txt,9
770429041.txt,3
732636078.txt,1
810267651.txt,3;7
798567139.txt,9
807177974.txt,9
774981070.txt,9
803298597.txt,9
770947885.txt,3
797079577.txt,3
796817909.txt,3
764546647.txt,3
779348099.txt,7
796537659.txt,3
755952639.txt,3
764497778.txt,3
766003597.txt,9
784485952.txt,9
733830503.txt,9
804595688.txt,3
806087602.txt,7
807421655.txt,0;1;4
779175161.txt,3
767414875.txt,9
778870229.txt,9
783109250.txt,0
768497321.txt,9
771279842.txt,9
785037781.txt,3
762026746.txt,6;7
809462000.txt,3
772449293.txt,9
774726210.txt,7;8
804735134.txt,3
762304359.txt,1
798560455.txt,3;4
805850842.txt,0;3;7
777450068.txt,4;8
805903598.txt,3
802816126.txt,8
771955603.txt,3
764778499.txt,9
807532012.txt,3
764460246.txt,3
780093789.txt,3
791957810.txt,7
745323464.txt,2
760063056.txt,3
794213706.txt,3
799696936.txt,3
732701380.txt,0;1;2;3;4
768886509.txt,9
801020953.txt,9
799520341.txt,7
767311811.txt,7
804845164.txt,9
789499780.txt,7;8
735858071.txt,9
766355567.txt,3
749048590.txt,3
769430084.txt,3
776117347.txt,7;8
807681899.txt,7
804657596.txt,1;7;8
806276868.txt,9
777484181.txt,3;4;7
781892052.txt,9
807106011.txt,8
776143529.txt,3;4;7
776732821.txt,3
799770108.txt,3
742890435.txt,9
790467460.txt,9
750037540.txt,1;4
771400481.txt,3
800056333.txt,3
787869386.txt,3
803437056.txt,9
803741959.txt,0;2;3
774089707.txt,3;6
787219879.txt,9
754051508.txt,2;3;7
752995535.txt,3
773065522.txt,9
803470916.txt,0;2;4
733733224.txt,6;7;8
788152089.txt,8
731402638.txt,9
743381376.txt,9
750620649.txt,9
745042035.txt,3
803883540.txt,7
767779583.txt,9
740191302.txt,3
757335799.txt,3
767637808.txt,9
742033694.txt,9
752930376.txt,8
772762842.txt,9
797496548.txt,9
797615996.txt,3
771892232.txt,5;7
789536969.txt,3
746457770.txt,2;3
787967197.txt,9
800981997.txt,9
755257188.txt,2
744059660.txt,7
803924853.txt,3
804234574.txt,9
763932040.txt,9
808778112.txt,7;8
783748059.txt,3
803921057.txt,9
780052079.txt,1;7;8
748533217.txt,9
789398200.txt,3
773255710.txt,9
755673784.txt,1;2;3;4
771957796.txt,3
747814936.txt,3
788611897.txt,9
803537684.txt,7
770041460.txt,9
776553109.txt,9
777847838.txt,9
804852618.txt,7
807538242.txt,7
780943681.txt,3
807026264.txt,3
768883113.txt,3
777768752.txt,9
790433383.txt,3
746100021.txt,9
774942757.txt,9
794282019.txt,3
806443293.txt,9
739249086.txt,3
802630295.txt,4;8
779684726.txt,1;3
782342726.txt,3
770907273.txt,0;2;3
756350761.txt,3;7
767844801.txt,9
743856827.txt,9
763087269.txt,3
776445633.txt,9
777810145.txt,9
796344425.txt,3
760128131.txt,3
765432971.txt,9
788485333.txt,3;4;7
795874499.txt,4
756637135.txt,3
736947836.txt,9
804880160.txt,9
788258320.txt,7
756331981.txt,9
808797460.txt,7
781402030.txt,9
756842159.txt,9
764576002.txt,9
782189217.txt,7
801567778.txt,9
781248174.txt,0;3;4;7
784885095.txt,3
751332156.txt,3;7
787487015.txt,2;3
774108223.txt,3
788838164.txt,9
787082417.txt,3
802332106.txt,3
771944738.txt,4;7
792917761.txt,9
770936508.txt,9
751797537.txt,3
738165165.txt,6;7
739001906.txt,7
760705164.txt,3;4
740973516.txt,3
763149473.txt,3
791914060.txt,3;7
809174700.txt,3
789485838.txt,9
783270482.txt,3
778098295.txt,9
781854428.txt,9
801340161.txt,9
751911017.txt,9
780904136.txt,9
759079888.txt,9
747568308.txt,7
770894020.txt,9
743863323.txt,9
805268865.txt,0;1;3;4
793251408.txt,9
801424482.txt,4
801613296.txt,7
747662105.txt,0
805787667.txt,1;3
778345475.txt,1;7
802580881.txt,3
779122757.txt,9
787997511.txt,9
785950145.txt,7
752653191.txt,9
767414101.txt,3
747048548.txt,9
806590397.txt,7
779675656.txt,3
789741592.txt,1
780975645.txt,3
799841483.txt,9
783774412.txt,7
750359422.txt,3
807659170.txt,7
810339916.txt,3
768822046.txt,9
799805000.txt,7
789847840.txt,7
756474897.txt,3
767655091.txt,9
736600753.txt,9
755149232.txt,3
798260489.txt,1;5
776716671.txt,7
786187622.txt,9
809900470.txt,3
787145662.txt,3
776357141.txt,3
745645993.txt,9
757842162.txt,9
743422419.txt,3
809834070.txt,3;4
792212326.txt,4
808219551.txt,6
753461996.txt,7
793683278.txt,4
755948168.txt,3
806121900.txt,3
773774992.txt,0;3;4;7
799223706.txt,9
751567022.txt,3
774709061.txt,9
805689610.txt,2;3
737545701.txt,9
779425281.txt,3
773845164.txt,9
777847290.txt,3
778587045.txt,3
750597576.txt,9
752074511.txt,3
791735003.txt,7
757759984.txt,9
787194238.txt,9
773754712.txt,3
746102444.txt,3
776138926.txt,8
771691784.txt,3
797936666.txt,3
778723373.txt,3
761401009.txt,9
798506230.txt,7;8
766412763.txt,4
783768505.txt,3
794533606.txt,3
778423322.txt,1;3;4;6;7
758740918.txt,7
782357615.txt,1;4
788205875.txt,9
762888906.txt,3
792927376.txt,9
801548688.txt,7
793539818.txt,3
793810817.txt,2;3
789295342.txt,7
757867336.txt,3
793742547.txt,9
798764180.txt,3;4
776715964.txt,9
761070767.txt,4
741790509.txt,3
749561430.txt,3
774102386.txt,9
756349652.txt,7;8
738462263.txt,4;7
745532814.txt,0;3
797084911.txt,3
801921117.txt,9
764565226.txt,9
765866931.txt,9
746818881.txt,2
771807511.txt,1;4
806973621.txt,7
743231012.txt,3;4;7
806940980.txt,7
762930087.txt,0;3;4;7;8
765485212.txt,3
767778210.txt,7
764904084.txt,7
795087095.txt,9
775432007.txt,3
791394565.txt,9
783250722.txt,9
770042678.txt,2;3
772260556.txt,8
765525305.txt,4
746729664.txt,3
778250182.txt,3
809471414.txt,7;8
758335195.txt,3;4;6
747193517.txt,9
767672498.txt,3
780942249.txt,1
793554429.txt,1;4
792231328.txt,3
736611398.txt,9
782522229.txt,1;7;8
780788401.txt,2;4
790129563.txt,9
794213367.txt,3
801707095.txt,3
739412682.txt,3
799539701.txt,7;8
774425078.txt,3
807287505.txt,7
802568390.txt,7
795167213.txt,9
771243546.txt,9
743837934.txt,7
772665227.txt,0;1;3;7
763961325.txt,9
745864947.txt,9
788835027.txt,9
773468337.txt,3
804750706.txt,9
773676416.txt,9
807847455.txt,9
772654561.txt,3
802564742.txt,4;7;8
774541514.txt,9
785165455.txt,1;3;8
747425862.txt,9
788573014.txt,9
799732014.txt,8
771815514.txt,3
790195048.txt,3
784226428.txt,9
802944379.txt,3
792644970.txt,7
738839761.txt,7
804639413.txt,9
795508554.txt,7
776101153.txt,8
742773529.txt,4
800421511.txt,9
773189076.txt,3
772427441.txt,9
741501537.txt,1;7
769376549.txt,9
745042497.txt,7
757529993.txt,3
807518069.txt,4
784238990.txt,9
783739612.txt,1;3
803807786.txt,7
798814440.txt,3
784876578.txt,9
744417005.txt,2;3;4;7
757160630.txt,9
761010527.txt,3
784168850.txt,9
776447938.txt,3
775571058.txt,1;4;7;8
800370464.txt,9
787195043.txt,9
742041716.txt,9
768205062.txt,9
783740717.txt,3
798788846.txt,3
794812722.txt,9
779787266.txt,1
785466357.txt,9
801670627.txt,1;2;3;4;7
810367821.txt,7
748876204.txt,3
767147688.txt,9
764550447.txt,9
773331639.txt,0;2;3;4;7
772534800.txt,3
803176645.txt,1;3
779404864.txt,6;7;8
770152460.txt,8
743366753.txt,3
736599167.txt,9
783433758.txt,9
783099220.txt,9
781906249.txt,3
745583622.txt,9
805753114.txt,4
808381517.txt,9
778394256.txt,3
768124637.txt,9
804814786.txt,7
734527345.txt,4;6;7
733734332.txt,9
790934814.txt,3
793024097.txt,3
792265428.txt,3
780849267.txt,3
804887111.txt,3;4
795469038.txt,3
770307976.txt,3
793698650.txt,9
794389525.txt,2
734164303.txt,9
750188737.txt,9
800318887.txt,3
800979315.txt,7;8
799691968.txt,9
806322856.txt,3;4
762063650.txt,7
786543892.txt,0;1;3;7
742335221.txt,0;3;6
806405240.txt,7
759687195.txt,9
800085505.txt,3;4;5
802755112.txt,3
804153475.txt,3
766270349.txt,9
761401002.txt,7
756062274.txt,9
779006277.txt,9
771298986.txt,0;3;4;5;6;7
778672447.txt,3
795235873.txt,9
769424073.txt,3
743128040.txt,3
810110564.txt,7
783274298.txt,1;3
761013746.txt,9
795907418.txt,6;7
749562440.txt,9
795179009.txt,9
808054839.txt,3
809387701.txt,3;4;7
785510190.txt,9
786934855.txt,9
747378477.txt,3
799348609.txt,5
801209518.txt,7
758361863.txt,9
782720528.txt,9
802888435.txt,9
783101245.txt,9
766684214.txt,9
799593134.txt,7
741293406.txt,3
788569083.txt,3
805835271.txt,7
804820555.txt,7
797897059.txt,9
745921368.txt,3
777537253.txt,8
808366229.txt,3;7;8
808591388.txt,7
789300157.txt,4
753603791.txt,9
790084401.txt,3
776044175.txt,9
784436695.txt,3
749055368.txt,9
792025273.txt,2;4;5
783240312.txt,3
806140856.txt,9
806129638.txt,3;4;7;8
741003650.txt,3
806335530.txt,7
765217283.txt,3
748075583.txt,9
768131957.txt,9
804246614.txt,7
754106011.txt,3
736555812.txt,5;6
800331816.txt,9
736234912.txt,9
803902622.txt,7
783703022.txt,9
777992139.txt,7
804709108.txt,7
800332852.txt,3;4
780620383.txt,7
796755763.txt,9
804593065.txt,7
793468284.txt,3
732899803.txt,1
736631849.txt,3
782637051.txt,1;4;8
750951160.txt,3
801345111.txt,9
762504604.txt,7
801424950.txt,9
807220605.txt,9
805604329.txt,3;4
795203137.txt,3
768381181.txt,9
792453501.txt,2;3;7
810033224.txt,9
793460209.txt,3
739049725.txt,3
790480450.txt,3
761011547.txt,3;4;7
790127356.txt,3
736879351.txt,9
767832861.txt,9
783112570.txt,9
786942278.txt,1;3
787906061.txt,3
761612361.txt,3
750462082.txt,3
800364357.txt,9
789312632.txt,3
744475688.txt,3
776016234.txt,1
808242767.txt,9
751812763.txt,9
800925731.txt,9
781495325.txt,9
737358705.txt,4;5
758854003.txt,0;1
808107731.txt,3;7
806326599.txt,7
780597431.txt,5
